dl_id	dl_stem1	dl_stem2	dl_stem3	dl_stem4	dl_pos	dl_grammar_code	dl_type	dl_variant	dl_gender	dl_comparison	dl_kind	dl_aux_case	dl_age	dl_area	dl_geography	dl_frequency	dl_source	dl_senses
11762	concent	concent			N	4 1 M T	4	1	M		T		X	X	X	B	O	singing (esp. birds)/playing/shouting together; harmony; concord; tune; choir;
11763	concentio	concention			N	3 1 F T	3	1	F		T		X	D	X	E	O	unison singing/utterance; harmony (L+S);
11764	concentor	concentor			N	3 1 M P	3	1	M		P		D	D	X	F	S	one who sings (with others in a chorus);
11765	concentric	concentric			ADJ	1 1 POS	1	1		POS			G	X	X	E	K	concentric;
11766	concenturi	concenturi	concenturiav	concenturiat	V	1 1 TRANS	1	1			TRANS		X	X	X	E	O	assemble by centuries, gather by hundreds; marshal, bring together, prepare;
11767	concept	concept			N	2 2 N T	2	2	N		T		X	X	X	C	O	fetus, that which is conceived; concept/ideas; measurement of volume/capacity;
11768	concept	concept			N	4 1 M T	4	1	M		T		X	X	X	C	O	conception; embryo/fetus; catching fire; storing water; cistern/basin/reservoir;
11769	concept	concept	conceptav	conceptat	V	1 1 TRANS	1	1			TRANS		D	B	X	E	S	conceive, become pregnant; conceive in mind;
11770	concept	concept	concepti	conceptissi	ADJ	1 1 X	1	1		X			X	X	X	C	O	conceived, imagined; understood, adopted; [verba ~ => solemn/formal utterance];
11771	conceptacul	conceptacul			N	2 2 N T	2	2	N		T		X	X	X	C	O	containing vessel/place/space/receptacle; reservoir; place emotion is conceived;
11772	conceptio	conception			N	3 1 F T	3	1	F		T		X	X	X	C	O	conception, action/fact of conceiving, pregnancy; idea/notion/formula/system;
11773	conceptional	conceptional			ADJ	3 2 POS	3	2		POS			D	X	X	E	S	pertaining to conception;
11774	conceptiv	conceptiv			ADJ	1 1 POS	1	1		POS			X	X	X	E	O	proclaimed/directed/movable (of holidays not held on same day every year);
11775	concer	concer	concerav	concerat	V	1 1 X	1	1			X		F	X	X	E	N	connect, join, twine; join in conflict;
11776	concern	concern	concrev	concret	V	3 1 TRANS	3	1			TRANS		D	X	X	F	S	mix/mingle together (as in sieve in order to separate by sifting); sift/examine;
11777	concerp	concerp	concerps	concerpt	V	3 1 TRANS	3	1			TRANS		X	X	X	C	O	tear/pull in/to pieces; pluck off; tear up, rend; censure, abuse, revile;
11778	concerr	concerr			N	1 1 M P	1	1	M		P		X	X	X	F	S	playfellow; crony;
11779	concerro	concerron			N	3 1 M P	3	1	M		P		B	X	X	E	S	fellow idler; boon/jolly companion; (one who contributes to a common feast);
11780	concert	concert	concertav	concertat	V	1 1 X	1	1			X		X	X	X	C	O	fight, engage in a contest, vie with; dispute, debate (zealously); argue over;
11781	concert	concert	-	concertat	V	1 1 DEP	1	1			DEP		D	X	X	E	S	fight, engage in a contest, vie with, dispute, debate (zealously); argue over;
11782	concertatio	concertation			N	3 1 F T	3	1	F		T		X	X	X	C	O	strife, conflict (esp. of words); wrangling, dispute, controversy;
11783	concertativ	concertativ			ADJ	1 1 POS	1	1		POS			X	L	X	F	O	counter (charge/accusation); [accusatio ~ => charge brought against accuser];
11784	concertator	concertator			N	3 1 M P	3	1	M		P		X	X	X	F	O	rival; one who vies/contends with another (L+S);
11785	concertatori	concertatori			ADJ	1 1 POS	1	1		POS			X	X	X	F	O	controversial, concerned with disputes; of controversy/disputation (L+S);
11786	concess	concess			N	4 1 M T	4	1	M		T		X	X	X	C	O	concession; agreement; permission, leave; movement?;
11787	concess	concess			ADJ	1 1 POS	1	1		POS			X	X	X	C	O	permitted/allowable/allowed/granted; lawful; relinquished; permitting/conceding;
11788	concess	concess	concessav	concessat	V	1 1 INTRANS	1	1			INTRANS		X	X	X	E	O	cease/desist temporarily, leave off; rest;
11789	concessatio	concessation			N	3 1 F T	3	1	F		T		X	X	X	F	O	action of stopping/resting (on a journey); stopping, delaying (L+S);
11790	concessio	concession			N	3 1 F T	3	1	F		T		X	X	X	C	O	permission; grant/concession; admission, plea of excuse/for pardon; yielding;
11791	concessiv	concessiv			ADJ	1 1 POS	1	1		POS			D	X	X	E	S	pertaining to concession, concessive; (tending to concession);
11792	conch	conch			N	1 1 F T	1	1	F		T		X	X	X	B	O	mollusk/murex/oyster/scallop; pearl/mollusk-shell; Triton horn; female genitalia holy-water font;
11793	conchat	conchat			ADJ	1 1 POS	1	1		POS			X	X	X	N	O	shell-formed, shell-like, shaped like a sea-shell;
11794	conche	conche			ADJ	1 1 POS	1	1		POS			X	X	X	F	O	produced by an oyster; of/pertaining to a mollusk; [~ baca => pearl];
11795	conchicl	conchicl			N	1 1 F T	1	1	F		T		X	X	X	E	S	boiled bean; (boiled with shell/pod?);
11796	conchiclat	conchiclat			ADJ	1 1 POS	1	1		POS			X	X	X	F	S	prepared with beans;
11797	conchis	conch			N	3 3 F T	3	3	F		T		X	A	X	E	O	leguminous vegetable, kind of bean; (boiled with shell/pod);
11798	conchit	conchit			N	1 1 M P	1	1	M		P		X	A	X	F	O	one who harvests/gathers mollusks/murex/oysters;
11799	conchortal	conchortal			ADJ	3 2 POS	3	2		POS			X	W	X	I	O	of/belonging to same cohort (battalion);
11800	conchuel	conchuel			N	1 1 F T	1	1	F		T		E	E	X	E	E	holy-water font; small shell;
11801	conchul	conchul			N	1 1 F T	1	1	F		T		X	A	X	E	O	small mollusk/mussel/oyster;
11802	conchyli	conchyli			N	2 2 N T	2	2	N		T		X	X	X	C	O	mollusk, murex/purple-fish; purple, purple dye/garments (pl.); plant iasine; shellfish; oyster; purple color;
11803	conchyliari	conchyliari			N	2 1 M P	2	1	M		P		X	X	X	D	I	purple dyer; (one who dyes with murex/purple-fish dye);
11804	conchyliat	conchyliat			N	2 1 M P	2	1	M		P		X	X	X	E	O	person dressed in clothes of a purple color; (nobility);
11805	conchyliat	conchyliat			ADJ	1 1 POS	1	1		POS			X	X	X	D	O	purple-dyed (dye from murex/mussel); of a purple color; clothed in purple;
11806	conchylilegul	conchylilegul			N	2 1 M P	2	1	M		P		D	A	X	F	S	collector of mussels; he who goes in quest for murex/purple-fish (Leverett);
11807	conchyt	conchyt			N	1 1 M P	1	1	M		P		X	A	X	F	I	one who harvests/gathers mollusks/murex/oysters;
11808	conci	conc	conciv	concit	V	3 4 TRANS	3	4			TRANS		X	X	X	C	O	move, set in violent motion, stir up; muster; rouse, excite, incite, provoke;
11809	concid	concid	concid	concis	V	3 1 TRANS	3	1			TRANS		X	X	X	B	O	cut/chop up/down/to pieces; crop; ruin, kill, destroy; divide minutely; beat;
11810	concid	concid	concid	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	A	O	fall down/faint/dead/victim/to earth/short, collapse; drop, subside; decline; perish, be slain/sacrificed; lose one's case, fail, give out/lose heart, decay;
11811	concie	conci	conciv	concit	V	6 1 TRANS	6	1			TRANS		X	X	X	B	O	move, set in violent motion, stir up; muster; rouse, excite, incite, provoke;
11812	conciens	concient			ADJ	3 1 POS	3	1		POS			X	X	X	F	O	pregnant, teeming, full;
11813	concili	concili			N	2 4 N T	2	4	N		T		X	X	X	B	O	public gathering/meeting; popular assembly, council; hearing; debate/discussion; association, society, company; union/connection (of objects); league of states; sexual union/coition; close conjunction; bond of union; plant iasione blossom;
11814	concili	concili	conciliav	conciliat	V	1 1 TRANS	1	1			TRANS		X	X	X	A	O	unite, bring together/about; cause; win over, attract; acquire, procure, buy; attract favor of, render favorably disposed; commend, endear; acquire; gain; bring a woman to man as wife, match; procure as a mistress; obtain improperly;
11815	conciliabul	conciliabul			N	2 2 N T	2	2	N		T		X	X	X	C	O	meeting/assembly/public place; district administrative center; meeting/assembly;
11816	conciliar	conciliar			ADJ	3 2 POS	3	2		POS			D	E	X	F	E	concillary, of council;
11817	conciliarism	conciliarism			N	2 1 M T	2	1	M		T		F	E	X	F	E	theory of conciliarism; (theory/system of governing by Church councils);
11818	conciliat	conciliat			N	4 1 M T	4	1	M		T		X	X	X	E	O	conjunction, joining, union (of atoms), connection (of bodies);
11819	conciliat	conciliat	conciliati	conciliatissi	ADJ	1 1 X	1	1		X			X	X	X	C	S	favorably inclined/disposed; devoted; favorable to, amenable; friendly; beloved;
11820	conciliatio	conciliation			N	3 1 F T	3	1	F		T		X	X	X	C	O	connection/union; winning over/favor; attraction; acceptance; desire; procuring;
11821	conciliator	conciliator			N	3 1 M P	3	1	M		P		X	X	X	C	O	mediator; intermediary, procurer; who provides/prepares/causes; promoter/agent;
11822	conciliatricul	conciliatricul			N	1 1 F P	1	1	F		P		X	X	X	F	O	one that commends; recommender; that which conciliates/unites (L+S);
11823	conciliatrix	conciliatric			N	3 1 F P	3	1	F		P		X	X	X	C	O	go-between (marriage/liaison), match-maker; who commends/endears/procures; bawd;
11824	conciliatur	conciliatur			N	1 1 F T	1	1	F		T		X	X	X	F	O	practice of arranging liaisons; trade of procurer, pimping, pandering (L+S);
11825	conciliciat	conciliciat			ADJ	1 1 POS	1	1		POS			D	E	X	F	S	clothed in a garment of hair/hair-shirt; (of a penitent);
11826	concin	concin	concinu	-	V	3 1 X	3	1			X		X	X	X	B	O	sing/chant/shout/sound together; celebrate in song; say same thing, agree;
11827	concinens	concinent	concinenti	concinentissi	ADJ	3 1 X	3	1		X			X	X	X	E	O	harmonious, fitting; harmonious (L+S);
11828	concinenti	concinenti			N	1 1 F T	1	1	F		T		D	D	X	D	S	musical harmony; concord; symmetry;
11829	concinerat	concinerat			ADJ	1 1 POS	1	1		POS			D	X	X	F	S	sprinkled with ashes;
11830	concing	concing	concinx	concinct	V	3 1 TRANS	3	1			TRANS		D	X	X	F	S	gird; surround completely;
11831	concinn	concinn			ADJ	3 2 POS	3	2		POS			X	X	X	F	O	ready for use, trimmed;
11832	concinn	concinn	concinnav	concinnat	V	1 1 TRANS	1	1			TRANS		X	X	X	B	O	prepare/make ready; repair, put/set right/in order, touch up; arrange suitably; make up, construct, concoct, put together; bring about, cause; render, make;
11833	concinn	concinn	concinni	concinnissi	ADJ	1 1 X	1	1		X			X	X	X	C	O	set in order, neatly arranged/made; neat/elegant/clever (style); pretty/pleasing
11834	concinnat	concinnat			ADJ	1 1 POS	1	1		POS			X	X	X	F	O	elaborated, dressed up;
11835	concinnatici	concinnatici			ADJ	1 1 POS	1	1		POS			X	X	X	F	O	exquisite, elegant; skillfully prepared (L+S);
11836	concinnatio	concinnation			N	3 1 F T	3	1	F		T		D	X	X	D	S	adjusting, preparing (economics); making, composing (letters/verses);
11837	concinnator	concinnator			N	3 1 M P	3	1	M		P		X	X	X	E	O	one who dresses up something; arranger (L+S); (hair) dresser; maker/inventor;
11838	concinne	concinnius	concinnissime		ADV	X				X			X	X	X	C	O	neatly, prettily, daintily, beautifully;
11839	concinnitas	concinnitat			N	3 1 F T	3	1	F		T		X	X	X	C	O	neatness/elegance; excessive ingenuity/refinement; grace/charm (of appearance);
11840	concinniter				ADV	POS				POS			X	X	X	F	O	cleverly, ingeniously;
11841	concinnitudo	concinnitudin			N	3 1 F T	3	1	F		T		X	X	X	F	O	neatness/elegance/beauty (of style);
11842	concio	concion			N	3 1 F T	3	1	F		T		X	L	X	I	S	meeting/assembly; audience/speech; public opinion; parade addressed by general; sermon;
11843	concion	concion	-	concionat	V	1 1 DEP	1	1			DEP		E	L	X	C	O	address assembly, deliver public speech; preach/harangue; attend public meeting;
11844	concionabund	concionabund			ADJ	1 1 POS	1	1		POS			E	L	X	E	O	delivering public speech/harangue; proposing something at public assembly (L+S);
11845	concional	concional			ADJ	3 2 POS	3	2		POS			E	X	X	D	O	of/proper to public assembly/meeting; (disparaging) devoted to meetings;
11846	concionari	concionari			ADJ	1 1 POS	1	1		POS			E	X	X	E	O	of/proper to public assembly/meeting; (disparaging) devoted to meetings;
11847	concionator	concionator			N	3 1 M P	3	1	M		P		E	X	X	F	E	preacher; demagogue/agitator; haranguer; one who addresses public meetings;
11848	concionatori	concionatori			ADJ	1 1 POS	1	1		POS			E	E	X	E	E	of sermon; of/proper to public assembly/meeting/gathering of people;
11849	concipi	concip	concep	concept	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	take in/up, receive, catch; derive/draw (from); contain/hold; grasp; adopt; wed; form, devise; understand, imagine; conceive, be mother of; utter (oath/prayer);
11850	concipil	concipil	concipilav	concipilat	V	1 1 TRANS	1	1			TRANS		X	X	X	E	O	seize, take, catch; lay violent hands on;
11851	concis	concis	concisi	concisissi	ADJ	1 1 X	1	1		X			X	X	X	C	O	cut up/off; broken, abrupt; short, brief, concise; minute/detailed, very small;
11852	concise				ADV	POS				POS			X	X	X	E	O	in detail; concisely, briefly (L+S);
11853	concisio	concision			N	3 1 F T	3	1	F		T		X	G	X	F	O	dividing up (into clauses); cutting to pieces/destruction/mutilation (L+S);
11854	concisor	concisor			N	3 1 M P	3	1	M		P		D	A	X	F	S	one who cuts down/fells;
11855	concisori	concisori			ADJ	1 1 POS	1	1		POS			D	A	X	E	S	suitable for cutting/felling;
11856	concisur	concisur			N	1 1 F T	1	1	F		T		X	B	X	E	O	cut, incision; distribution, dividing up, split; hollow/chink/cleft (L+S);
11857	concit	concit			N	4 1 M T	4	1	M		T		D	X	X	F	S	inciting, spurring on; impetuosity; haste;
11858	concit	concit			ADJ	1 1 POS	1	1		POS			X	X	X	E	O	moving rapidly; headlong; agitated, disturbed; inflamed, roused; impelled;
11859	concit	concit	concitav	concitat	V	1 1 TRANS	1	1			TRANS		X	X	X	A	O	stir up, disturb; discharge/hurl (missile); flow rapidly/strong current; rush; rush; urge/rouse/agitate; enrage/inflame; spur/impel; summon/assemble; cause;
11860	concitament	concitament			N	2 2 N T	2	2	N		T		X	X	X	F	O	incentive, thing which rouses/agitates the mind;
11861	concitat	concitat			N	4 1 M T	4	1	M		T		D	X	X	F	S	impulse;
11862	concitat	concitat	concitati	concitatissi	ADJ	1 1 X	1	1		X			X	X	X	C	O	fast/rapid; roused/vehement/violent (emotions); passionate, energetic; excited;
11863	concitate	concitatius	concitatissime		ADV	X				X			X	X	X	C	O	rapidly/quickly/hurriedly; vehemently/animatedly/heatedly (speaking); ardently;
11864	concitatio	concitation			N	3 1 F T	3	1	F		T		X	X	X	C	O	action of arousing passion/sexual desire, stimulation; passion; excitement; rapid/quick/violent motion; impetuosity/animatedness (speaking); disturbance;
11865	concitator	concitator			N	3 1 M P	3	1	M		P		X	X	X	C	O	instigator, provoker, inciter, agitator, mover;
11866	concitatrix	concitatric			N	3 1 F T	3	1	F		T		X	X	X	E	O	that which excites/stimulates/stirs; (sexually);
11867	concitatrix	concitatric			ADJ	3 1 POS	3	1		POS			X	X	X	E	O	which excites/stimulates; (sexually); exciting, stimulating;
11868	concito				ADV	POS				POS			X	X	X	F	O	rapidly;
11869	concitor	concitor			N	3 1 M P	3	1	M		P		X	X	X	D	O	instigator, provoker; inciter, agitator; one who stirs up;
11870	conciucul	conciucul			N	1 1 F T	1	1	F		T		E	E	X	E	E	short sermon; brief address;
11871	concivis	conciv			N	3 3 M P	3	3	M		P		D	X	X	E	S	fellow-citizen;
11872	conclam	conclam	conclamav	conclamat	V	1 1 X	1	1			X		X	X	X	B	O	cry/shout aloud/out; make resound w/shouts; give a signal; summon; bewail/mourn;
11873	conclamans	conclamant			ADJ	3 1 POS	3	1		POS			D	X	X	F	S	noisy;
11874	conclamat	conclamat	conclamati	conclamatissi	ADJ	1 1 X	1	1		X			D	X	X	C	S	published abroad by crying out; known, celebrated; lamentable, unfortunate;
11875	conclamatio	conclamation			N	3 1 F T	3	1	F		T		X	X	X	D	O	shouting/crying together (usu. grief); acclamation; loud shouting, shout (L+S);
11876	conclamit	conclamit	conclamitav	conclamitat	V	1 1 INTRANS	1	1			INTRANS		X	X	X	F	O	keep shouting loudly; cry; call/cry out loudly (L+S);
11877	conclav	conclav	-	conclavat	V	1 1 TRANS	1	1			TRANS		D	X	X	F	S	nail together;
11878	conclave	conclav			N	3 4 N T	3	4	N		T		X	X	X	C	O	room, chamber; lockable enclosed space; coop/cage; public lavatory; dining hall;
11879	conclavist	conclavist			N	1 1 F T	1	1	F		T		E	E	X	E	E	cardinal in conclave;
11880	concleric	concleric			N	2 1 M P	2	1	M		P		D	E	X	F	S	fellow-clergyman/cleric;
11881	conclud	conclud	conclus	conclus	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	shut up, confine; contain, limit; close; include (limit); conceal, keep secret; conclude/finish; define; construct/compose (sentence); infer, deduce, imply;
11882	concludenter				ADV	POS				POS			D	G	X	E	S	consequently, by/in consequence;
11883	conclus	conclus			N	2 2 N T	2	2	N		T		X	G	X	E	O	confined space; conclusion in a syllogism (L+S);
11884	conclus	conclus			N	4 1 M T	4	1	M		T		D	X	X	F	S	shutting up; confining;
11885	conclus	conclus	conclusi	conclusissi	ADJ	1 1 X	1	1		X			X	X	X	C	O	restricted, closed, confined;
11886	concluse				ADV	POS				POS			X	G	X	F	O	in a rounded manner; in form of a period/complete sentence; harmonious (L+S)
11887	conclusio	conclusion			N	3 1 F T	3	1	F		T		X	G	X	B	O	rounded arrangement of sentence; peroration, logical conclusion; deduction; state of siege; enclosing (area); fastening in position; conclusion, finish;
11888	conclusiuncul	conclusiuncul			N	1 1 F T	1	1	F		T		X	G	X	F	O	quibbling syllogism/argument; trifling/captious conclusion (L+S); sophism;
11889	conclusive				ADV	POS				POS			D	G	X	F	S	conclusively; in form of a conclusion;
11890	conclusur	conclusur			N	1 1 F T	1	1	F		T		X	T	X	F	O	joint/fastening/joining (of an arch);
11891	concoctio	concoction			N	3 1 F T	3	1	F		T		X	B	X	E	O	digestion, process of digestion;
11892	concohortal	concohortal			ADJ	3 2 POS	3	2		POS			X	W	X	I	O	of/belonging to same cohort (battalion);
11893	concolon	concolon			N	1 1 F P	1	1	F		P		D	X	X	F	S	fellow-citizen/inhabitant (female); she who inhabits the same town/house;
11894	concolor	concolor			ADJ	1 1 POS	1	1		POS			D	X	X	D	S	of the same color/faction, matching; like, similar; agreeing with;
11895	concolor	concolor			ADJ	3 1 POS	3	1		POS			X	X	X	C	O	of the same color/faction, matching; of uniform color throughout; agreeing with;
11896	concolorans	concolorant			ADJ	3 1 POS	3	1		POS			D	X	X	F	S	of the same color/faction, matching; like, similar; agreeing with;
11897	concomit	concomit	-	concomitat	V	1 1 DEP	1	1			DEP		D	X	X	E	S	attend, accompany, escort;
11898	concomitanti	concomitanti			N	1 1 F T	1	1	F		T		E	X	X	F	E	association;
11899	concomitat	concomitat			ADJ	1 1 POS	1	1		POS			X	X	X	F	O	accompanied, escorted;
11900	concopul	concopul	concopulav	concopulat	V	1 1 TRANS	1	1			TRANS		X	X	X	F	S	join, unite;
11901	concoqu	concoqu	concox	concoct	V	3 1 TRANS	3	1			TRANS		X	X	X	B	O	cook down; heat/burn thoroughly; concoct from various ingredients; ripen/mature; digest/promote digestion; put up with/tolerate/stomach; ponder; devise/concoct;
11902	concord	concord	concordav	concordat	V	1 1 X	1	1			X		X	X	X	C	O	harmonize; be in harmony/agreement/on good terms/friendly; agree; go by pattern;
11903	concord	concord	concordi	concordissi	ADJ	3 2 X	3	2		X			D	X	X	C	O	agreeing, concurring; like-minded; united, joint, shared; peaceful, harmonious;
11904	concordabil	concordabil			ADJ	3 2 POS	3	2		POS			D	X	X	F	S	harmonizing, easily according;
11905	concordanti	concordanti			N	1 1 F T	1	1	F		T		E	X	X	E	E	agreement;
11906	concordat	concordat			N	2 2 N T	2	2	N		T		E	X	X	E	E	concordat, agreement (between church and civil authority); things (pl.) agreed;
11907	concordatio	concordation			N	3 1 F T	3	1	F		T		D	X	X	E	S	concord, unanimity; reconciliation (Ecc); agreement;
11908	concorde				ADV	POS				POS			X	X	X	I	O	harmoniously; in harmony;
11909	concordi	concordi			N	1 1 F T	1	1	F		T		X	X	X	B	O	concurrence/mutual agreement/harmony/peace; rapport/amity/concord/union; friend;
11910	concordial	concordial			ADJ	3 2 POS	3	2		POS			D	X	X	F	S	of/pertaining to concord/union;
11911	concorditas	concorditat			N	3 1 F T	3	1	F		T		D	X	X	F	S	concurrence, mutual agreement, harmony; rapport, amity, concord; union;
11912	concorditer	concordius	concordissime		ADV	X				X			X	X	X	C	O	harmoniously, amicably, in a concordant manner;
