dl_id	dl_stem1	dl_stem2	dl_stem3	dl_stem4	dl_pos	dl_grammar_code	dl_type	dl_variant	dl_gender	dl_comparison	dl_kind	dl_aux_case	dl_age	dl_area	dl_geography	dl_frequency	dl_source	dl_senses
37481	verp	verp			N	1 1 F T	1	1	F		T		X	X	X	D	X	penis; penis (as protruded from foreskin); erect penis; (rude);
37482	verp	verp			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	circumcised;
37483	verr	verr	verr	vers	V	3 1 X	3	1			X		X	X	X	D	X	sweep clean; sweep together; sweep (to the ground); skim, sweep; sweep along;
37484	Verres	Verr			N	3 3 M N	3	3	M		N		X	X	X	D	O	Verres; (Roman gentile name); [C. ~ =>  of Sicily, prosecuted by Cicero];
37485	verres	verr			N	3 3 M T	3	3	M		T		X	X	X	D	X	boar, uncastrated male hog/swine; wild boar;
37486	verrin	verrin			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	of a boar;
37487	verris	verr			N	3 3 M T	3	3	M		T		X	X	X	D	X	boar; uncastrated male hog/swine; wild boar;
37488	verruc	verruc			N	1 1 F T	1	1	F		T		X	X	X	D	X	wart; excrescence on skin/other things; projection on earth's surface/hill;
37489	verrucos	verrucos			ADJ	1 1 POS	1	1		POS			X	X	X	D	S	warty; rugged;
37490	verrunc	verrunc	-	-	V	3 1 X	3	1			X		X	X	X	D	X	turn out; (w/bene, turn out well, have a fortunate outcome);
37491	verrut	verrut			N	2 2 N T	2	2	N		T		D	W	X	E	Z	pike;
37492	vers	vers			N	4 1 M T	4	1	M		T		X	P	X	B	O	line, verse; furrow, ground traversed before turn; row/string, bench (rowers);
37493	vers	vers	versav	versat	V	1 1 X	1	1			X		X	X	X	A	X	keep turning/going round, spin, whirl; turn over and over; stir; maneuver;
37494	vers	vers	-	versat	V	1 1 DEP	1	1			DEP		X	X	X	D	X	move about; live, dwell; be;
37495	versabund	versabund			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	revolving;
37496	versar	versar			N	1 1 F T	1	1	F		T		X	X	X	D	X	loan; [versaram facere => get a loan];
37497	versatil	versatil			ADJ	3 2 POS	3	2		POS			X	X	X	D	X	revolving; versatile;
37498	versatio	versation			N	3 1 F A	3	1	F		A		X	X	X	E	S	turning around; changing;
37499	versicolor	versicolor			ADJ	3 1 POS	3	1		POS			X	X	X	D	X	having colors that change;
37500	versicul	versicul			N	2 1 M T	2	1	M		T		X	X	X	D	X	verse;
37501	versific	versific	versificav	versificat	V	1 1 INTRANS	1	1			INTRANS		X	P	X	E	C	write verse;
37502	versificatio	versification			N	3 1 F T	3	1	F		T		X	P	X	E	C	making of verses;
37503	versificator	versificator			N	3 1 M P	3	1	M		P		X	P	X	E	C	poet, versifier, one who composes verses, verse-maker;
37504	versil	versil			ADJ	3 2 POS	3	2		POS			E	X	X	E	S	turnable; may be turned;
37505	versio	version			N	3 1 F T	3	1	F		T		F	X	X	D	M	turning; change; conversion; version; translation;
37506	versipellis	versipell			N	3 3 M P	3	3	M		P		X	X	X	E	O	shape-changer, who can metamorphose to different shape; double-dealer (Vulgate);
37507	versum				ADV	POS				POS			X	X	X	C	O	toward, in the direction of; in specified direction; towards quarter named;
37508	versum				PREP	ACC						ACC	X	X	X	C	O	toward, in the direction of; (placed after ACC); -ward (after name of town);
37509	versus				ADV	POS				POS			X	X	X	C	O	toward, in the direction of; in specified direction; towards quarter named;
37510	versus				PREP	ACC						ACC	X	X	X	C	O	toward, in the direction of; (placed after ACC); -ward (after name of town);
37511	versut	versut			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	full of stratagems or shifts wily cunning, adroit;
37512	versuti	versuti			N	1 1 F T	1	1	F		T		X	X	X	D	X	cunning, craft;
37513	versutiloqu	versutiloqu			ADJ	1 1 POS	1	1		POS			X	X	X	D	S	crafty-speaking; sly;
37514	vert	vert	vert	vers	V	3 1 X	3	1			X		X	X	X	A	X	turn, turn around; change, alter; overthrow, destroy;
37515	vertebr	vertebr			N	1 1 F T	1	1	F		T		X	X	X	E	S	joint;
37516	vertex	vertic			N	3 1 M T	3	1	M		T		X	X	X	D	X	whirlpool, eddy, vortex; crown of the head; peak, top, summit; the pole;
37517	vertibil	vertibil			ADJ	3 2 POS	3	2		POS			F	E	X	F	Z	changeability;
37518	vertibilitas	vertibilitat			N	3 1 F T	3	1	F		T		E	X	X	E	P	change; ability to change, changeableness; vicissitude; inconstancy (Def);
37519	verticitas	verticitat			N	3 1 F T	3	1	F		T		F	X	X	F	M	vertical direction;
37520	verticos	verticos			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	full of whirlpools or eddies;
37521	vertigo	vertigin			N	3 1 F T	3	1	F		T		X	X	X	C	O	gyration/rotation, whirling/spinning movement; giddiness, dizziness; changing;
37522	verum				ADV	POS				POS			X	X	X	D	X	yes; in truth; certainly; truly, to be sure; however;   (rare form, usu. vero);
37523	verumtamen				CONJ								X	X	X	D	X	but yet, nevertheless, but even so, still (resuming after digression);
37524	verut	verut			N	2 2 N T	2	2	N		T		X	X	X	D	X	dart;
37525	verut	verut			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	armed with a javelin;
37526	vervex	verv			N	3 1 M T	3	1	M		T		X	X	X	D	X	wether (castrated male sheep); stupid/sluggish person;
37527	vervex	vervec			N	3 1 M T	3	1	M		T		X	X	X	D	X	wether (castrated male sheep); stupid/sluggish person;
37528	vesan	vesan			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	mad, frenzied; wild;
37529	vesani	vesani			N	1 1 F T	1	1	F		T		X	X	X	D	X	madness, frenzy;
37530	vesaniens	vesanient			ADJ	3 1 POS	3	1		POS			X	X	X	D	X	raging, frenzied;
37531	vesc	vesc			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	thin, attenuated;
37532	vesc	vesc	-	-	V	3 1 DEP	3	1			DEP		X	X	X	D	X	feed on, eat, enjoy (with ABL);
37533	vesic	vesic			N	1 1 F T	1	1	F		T		X	X	X	D	X	bladder; balloon;
37534	vesicui	vesicui			N	1 1 F T	1	1	F		T		X	X	X	D	X	small bladder-like formation;
37535	vesicul	vesicul			N	1 1 F T	1	1	F		T		X	X	X	E	C	little bladder;
37536	vesp	vesp			N	1 1 F T	1	1	F		T		X	X	X	D	X	wasp;
37537	Vespasian	Vespasian			N	2 1 M N	2	1	M		N		C	L	I	B	O	Vespasian; (Tiberius Flavius Vespasianus, Emperor, 69-79 AD);
37538	vesper	vesper			N	1 1 F T	1	1	F		T		X	X	X	D	X	evening, even-tide;
37539	vesper	vesper			N	2 3 M T	2	3	M		T		X	X	X	D	X	evening; evening star; west; [sub vesperum => towards evening];
37540	vesper	vesper			N	3 1 M T	3	1	M		T		X	X	X	B	X	evening; evening star; west;
37541	vesperasc	vesperasc	-	-	V	3 1 X	3	1			X		X	X	X	D	X	grow towards evening; grow dark;
37542	vesperasc	vesperasc	-	-	V	3 1 IMPERS	3	1			IMPERS		X	X	X	D	X	to become evening, grow towards evening; it is growing late;
37543	vesperi				ADV	POS				POS			X	X	X	D	X	in the evening;
37544	vespertilio	vespertilion			N	3 1 M T	3	1	M		T		X	A	X	E	O	bat; (night flying mammal);
37545	vespertin	vespertin			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	evening;
37546	vespillo	vespillon			N	3 1 M P	3	1	M		P		X	X	X	C	O	undertaker who buries paupers; (disreputable trade); night thief/robber (Nel);
37547	Vest	Vest			N	1 1 F N	1	1	F		N		X	E	X	D	L	Vesta; (goddess of flocks/herds and of hearth/household); (child of Saturn+Ops);
37548	Vestal	Vestal			ADJ	3 2 POS	3	2		POS			X	E	X	E	C	Vestal, of Vesta; (festival 9 June);
37549	Vestalis	Vestal			N	3 3 F P	3	3	F		P		X	E	X	E	C	Vestal, Vestal virgin, priestess of Vesta;
37550	vester	vestr			ADJ	1 2 POS	1	2		POS			X	X	X	B	O	your (pl.), of/belonging to/associated with you;
37551	vesti	vest	vestiv	vestit	V	3 4 X	3	4			X		X	X	X	B	X	clothe;
37552	vestiari	vestiari			N	2 2 N T	2	2	N		T		F	X	X	E	K	cloakroom;
37553	vestiari	vestiari			N	2 4 M P	2	4	M		P		X	X	X	D	O	clothes dealer;
37554	vestiari	vestiari			N	2 4 M T	2	4	M		T		X	X	X	E	O	clothes-, concerned with/relating to clothes;
37555	vestiari	vestiari			N	2 4 N T	2	4	N		T		X	X	X	C	O	wardrobe, cupboard for storing clothes; money/kind fro a clothing allowance;
37556	vestibul	vestibul			N	2 2 N T	2	2	N		T		X	X	X	D	X	entrance, court;
37557	vestig	vestig	vestigav	vestigat	V	1 1 X	1	1			X		X	X	X	D	X	track down, search for; search out; try to find out by searching; investigate;
37558	vestigi	vestigi			N	2 4 N T	2	4	N		T		X	X	X	B	X	step, track; trace; footstep;
37559	vestiment	vestiment			N	2 2 N T	2	2	N		T		X	X	X	B	X	garment, robe; clothes;
37560	vestiplic	vestiplic			N	1 1 F P	1	1	F		P		X	X	X	F	S	clothes-folder; she who folds clothes;
37561	vestis	vest			N	3 3 F T	3	3	F		T		X	X	X	A	X	garment, clothing, blanket; clothes; robe;
37562	vestispic	vestispic			N	1 1 F P	1	1	F		P		X	X	X	D	S	wardrobe mistress/maid/woman, she who has care of clothing;
37563	vestit	vestit			N	4 1 M T	4	1	M		T		X	X	X	D	X	clothing;
37564	vet	vet	vetav	vetat	V	1 1 TRANS	1	1			TRANS		D	P	X	A	O	forbid, prohibit; reject, veto; be an obstacle to; prevent;
37565	vet	vet	vetu	vetit	V	1 1 TRANS	1	1			TRANS		X	X	X	A	O	forbid, prohibit; reject, veto; be an obstacle to; prevent;
37566	veter	veter			ADJ	1 2 POS	1	2		POS			B	X	X	D	X	old; long established; veteran, bygone; chronic;
37567	veter	veter	veterav	veterat	V	1 1 TRANS	1	1			TRANS		E	X	X	F	S	make old; age;
37568	veteran	veteran			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	old, veteran;
37569	veterasc	veterasc	-	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	E	O	become long-established; grow old (Cas);
37570	veterator	veterator			N	3 1 M P	3	1	M		P		X	X	X	C	O	old hand (often derogatory); experienced practitioner; experienced slave;
37571	veteratori	veteratori			ADJ	1 1 POS	1	1		POS			X	X	X	E	O	adroit, wily, cunning, crafty; (acquired); bearing mark of practice/experience;
37572	veteratorie				ADV	POS				POS			X	X	X	E	O	adroitly; in a practiced manner; cunningly, craftily (Cas);
37573	veteresc	veteresc	-	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	F	O	age;
37574	veterin	veterin			ADJ	1 1 POS	1	1		POS			X	A	X	E	C	of draft, draft; [w/bestia => beast of burden];
37575	veterinari	veterinari			N	2 1 M P	2	1	M		P		G	X	X	E	K	veterinary;
37576	vetern	vetern			N	2 1 M T	2	1	M		T		X	X	X	D	X	morbid state of torpor;
37577	veternos	veternos			ADJ	1 1 POS	1	1		POS			X	X	X	E	S	lethargic;
37578	vetul	vetul			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	elderly, aging;
37579	vetus	veter			N	3 1 M P	3	1	M		P		X	X	X	D	X	ancients (pl.), men of old, forefathers;
37580	vetus	veter			N	3 2 N T	3	2	N		T		X	X	X	D	X	old/ancient times (pl.), antiquity; earlier events; old traditions/ways;
37581	vetus	veter	veteri	veterri	ADJ	3 1 X	3	1		X			X	X	X	A	X	old, aged, ancient; former; veteran, experienced; long standing, chronic;
37582	vetust	vetust			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	ancient, old established; long-established;
37583	vetust	vetust	vetusti	vetustissi	ADJ	3 1 X	3	1		X			X	X	X	D	X	old, aged, ancient; former; veteran, experienced; long standing, chronic;
37584	vetustas	vetustat			N	3 1 F T	3	1	F		T		X	X	X	B	X	old age; antiquity; long duration;
37585	vetuste				ADV	POS				POS			X	X	X	D	X	in accordance with primitive practice/long standing/ancient practice;
37586	vex	vex	vexav	vexat	V	1 1 X	1	1			X		X	X	X	B	X	shake, jolt, toss violently; annoy, trouble, harass, plague, disturb, vex;
37587	vexamen	vexamin			N	3 2 N T	3	2	N		T		X	X	X	D	X	shaking, jolting; shock; disturbance, upheaval;
37588	vexatio	vexation			N	3 1 F T	3	1	F		T		X	X	X	D	X	shaking, jolting; shock; disturbance, upheaval;
37589	vexill	vexill			N	2 2 N T	2	2	N		T		X	X	X	D	X	flag, banner;
37590	vexillari	vexillari			N	2 4 M P	2	4	M		P		X	X	X	D	X	standard-bearer; ensign; oldest class of veterans (under Empire); troops (pl.) serving for the time being in a special detachment;
37591	vexillatio	vexillation			N	3 1 F T	3	1	F		T		X	W	X	D	S	body of troops; division of cavalry;
37592	vexilli	vexilli			N	2 2 N T	2	2	N		T		X	W	X	D	X	cavalry standard; small banner;
37593	vexilliatio	vexilliation			N	3 1 F T	3	1	F		T		X	X	X	D	X	military detachment;
37594	vi	vi			N	1 1 F T	1	1	F		T		X	X	X	A	X	way, road, street; journey;
37595	vi	vi	-	viet	V	2 1 X	2	1			X		X	X	X	D	X	plait, weave; bend/twist into basketwork;
37596	viaeduct	viaeduct			N	4 1 M T	4	1	M		T		G	X	X	E	K	viaduct;
37597	viatic	viatic			N	2 2 N T	2	2	N		T		X	X	X	D	X	provision for a journey, traveling allowance; money saved by soldiers;
37598	viatic	viatic			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	relating to a journey;
37599	viator	viator			N	3 1 M P	3	1	M		P		X	X	X	B	X	traveler;
37600	viatori	viatori			ADJ	1 1 POS	1	1		POS			X	X	X	F	S	traveling; of journey;
37601	vibr	vibr	vibrav	vibrat	V	1 1 X	1	1			X		X	X	X	D	X	brandish, wave, crimp, corrugate; rock; propel suddenly; flash; dart; glitter;
37602	vibramen	vibramin			N	3 2 N T	3	2	N		T		X	X	X	F	S	quivering;
37603	viburn	viburn			N	2 2 N T	2	2	N		T		X	X	X	D	X	guelder rose; wayfaring-tree;
37604	vic	vic			N	2 1 M W	2	1	M		W		X	X	X	B	X	village; hamlet; street, row of houses;
37605	vican	vican			N	2 1 M P	2	1	M		P		X	X	X	E	C	villagers (pl.);
37606	vican	vican			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	dwelling in a village;
37607	vicari	vicari			N	1 1 F T	1	1	F		T		F	E	B	E	M	vicarage, office of vicar; its income, payment due vicar; parish;
37608	vicari	vicari			N	2 1 M P	2	1	M		P		F	E	B	E	M	vicar; sheriff; city governor (Italian); subprior (Carthusian); rural dean;
37609	vicari	vicari			N	2 1 M T	2	1	M		T		F	E	X	E	M	vicarage, office of vicar; its income, payment due vicar; house of vicar;
37610	vicari	vicari			N	2 4 M P	2	4	M		P		X	X	X	B	O	substitute, deputy, one acting for another; successor; slave to do one's work;
37611	vicari	vicari			ADJ	1 1 POS	1	1		POS			X	X	X	D	O	substitute; substituted; vicarious; supplying the place of someone/something;
37612	vicariat	vicariat			N	4 1 M T	4	1	M		T		G	E	X	E	K	curacy, office/position od curate;
37613	vicatim				ADV	POS				POS			X	X	X	D	X	by (urban) districts, street by street; in or by villages;
37614	vicecomes	vicecomit			N	3 1 M P	3	1	M		P		F	L	X	F	J	sheriff;
37615	vicedomin	vicedomin			N	2 1 M P	2	1	M		P		F	L	X	F	M	deputy, vidame;
37616	vicen	vicen			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	twenty each (pl.);
37617	vicennal	vicennal			N	3 4 N T	3	4	N		T		E	L	X	F	S	20-year festival (pl.); celebration of 20 years of rule;
37618	vicensim				NUM	2 0 ORD       20	2	0			ORD		B	X	X	E	G	twentieth;
37619	vicensum				NUM	2 0 ORD       20	2	0			ORD		B	X	X	E	G	twentieth;
37620	vicepraeposit	vicepraeposit			N	2 1 M P	2	1	M		P		G	G	X	E	T	vice-provost; (Erasmus);
37621	vicesim	vicesim			N	1 1 F T	1	1	F		T		X	X	X	D	X	five-percent tax;
37622	vicesiman	vicesiman			N	2 1 M P	2	1	M		P		X	W	X	E	C	soldiers (pl.) of the twentieth legion;
37623	vicesimari	vicesimari			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	relating to the vicesimanus (soldier of 20th Legion);
37624	vici	vici			N	1 1 F T	1	1	F		T		X	X	X	D	X	vetch;
37625	vicies				ADV	POS				POS			X	X	X	D	X	twenty times;
37626	vicin	vicin			N	2 1 M P	2	1	M		P		X	X	X	D	X	neighbor;
37627	vicin	vicin			N	2 2 N T	2	2	N		T		X	X	X	D	X	neighborhood, neighboring place, vicinity (of );
37628	vicin	vicin			ADJ	1 1 POS	1	1		POS			X	X	X	A	X	nearby, neighboring;
37629	vicinal	vicinal			ADJ	3 2 POS	3	2		POS			X	X	X	D	X	of or for the use of local inhabitants;
37630	vicini	vicini			N	1 1 F L	1	1	F		L		X	X	X	D	X	neighborhood, nearness;
37631	vicinitas	vicinitat			N	3 1 F W	3	1	F		W		X	X	X	D	X	neighborhood, proximity;
37632	vicis	vic			N	3 3 F T	3	3	F		T		X	X	X	A	X	turn, change, succession; exchange, interchange, repayment; plight, lot;
37633	vicissatim				ADV	POS				POS			B	X	X	F	S	in turn, again; (pre-classical form of vicissim);
37634	vicissim				ADV	POS				POS			X	X	X	D	X	in turn, again;
37635	vicissitudo	vicissitudin			N	3 1 F T	3	1	F		T		X	X	X	D	X	change, vicissitude;
37636	vict	vict			N	4 1 M T	4	1	M		T		X	X	X	B	X	living, way of life; that which sustains life; nourishment; provisions; diet;
37637	victim	victim			N	1 1 F P	1	1	F		P		X	X	X	D	X	victim; animal for sacrifice;
37638	victim	victim	victimav	victimat	V	1 1 TRANS	1	1			TRANS		X	E	X	F	O	offer (victim/animal) for sacrifice;
37639	victimari	victimari			N	2 1 M P	2	1	M		P		X	X	X	E	C	attendant at a sacrifice;
37640	victor	victor			N	3 1 M P	3	1	M		P		X	X	X	A	X	conqueror; victor; [in apposition => victorious, conquering];
37641	victor	victor			ADJ	3 1 POS	3	1		POS			X	X	X	D	X	triumphant;
37642	victori	victori			N	1 1 F T	1	1	F		T		X	X	X	A	X	victory;
37643	victoriat	victoriat			N	2 1 M P	2	1	M		P		X	X	X	E	C	silver coin stamped with a figure of Victory;
37644	victoriol	victoriol			N	1 1 F T	1	1	F		T		X	X	X	E	C	small statue of Victory;
37645	victorios	victorios			ADJ	1 1 POS	1	1		POS			X	X	X	E	S	victorious;
37646	victrix	victric			N	3 1 F P	3	1	F		P		X	X	X	B	X	conqueror;
37647	victrix	victric			ADJ	3 1 POS	3	1		POS			X	W	X	B	S	conquering;
37648	victual	victual			ADJ	3 2 POS	3	2		POS			X	X	X	E	O	nutritional; of/associated with bodily sustenance;
37649	victuale	victual			N	3 4 N T	3	4	N		T		X	X	X	E	S	provisions (pl.), victuals, sustenance;
37650	victum	victum			N	1 1 F P	1	1	F		P		X	X	X	F	X	victim; animal for sacrifice; (also victima);
37651	vicul	vicul			N	2 1 M T	2	1	M		T		X	X	X	D	X	small village, hamlet;
37652	vid	vid	vid	vis	V	2 1 X	2	1			X		X	X	X	A	X	see, look at; consider; (PASS) seem, seem good, appear, be seen;
37653	videlicet				ADV	POS				POS			X	X	X	B	X	one may see; clearly, evidently;
37654	vidu	vidu			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	widowed, deprived of (with gen.); bereft; unmarried;
37655	vidu	vidu	viduav	viduat	V	1 1 X	1	1			X		X	X	X	D	X	widow; bereave of a husband;
37656	viduat	viduat			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	devoid (of);
37657	viduitas	viduitat			N	3 1 F T	3	1	F		T		X	X	X	D	X	widowhood; bereavement;
37658	vidul	vidul			N	2 1 M T	2	1	M		T		X	X	X	E	S	travel-trunk, portmanteau, wallet; bag for carrying belongings; box/trunk (Cas);
37659	viet	viet			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	shriveled, wrinkled;
37660	vig	vig	-	-	V	2 1 X	2	1			X		X	X	X	B	X	be strong/vigorous; thrive, flourish, bloom/blossom; be active, be effective;
37661	vigens	vigent	vigenti	vigentissi	ADJ	3 1 X	3	1		X			F	X	X	E	L	vigorous, active;
37662	vigensim				NUM	2 0 ORD       20	2	0			ORD		B	X	X	C	G	twenty;
37663	vigensum				NUM	2 0 ORD       20	2	0			ORD		B	X	X	B	G	twenty;
37664	vigenter	vigentius	vigentissime		ADV	X				X			F	X	X	E	L	vigorously, actively;
37665	vigenti	vigenti			N	1 1 F T	1	1	F		T		F	X	X	E	L	vigor; authority;
37666	vigeri	vigeri			N	2 1 M P	2	1	M		P		F	E	X	E	M	vicarage; verger, provost (Nelson);
37667	vigesc	vigesc	vigu	-	V	3 1 X	3	1			X		X	X	X	D	X	acquire strength;
37668	vigies				ADV	POS				POS			F	X	X	F	S	twenty times; (mis-reading of vicies);
37669	vigil	vigil			N	3 1 M P	3	1	M		P		X	X	X	B	O	sentry, guard; fireman, member of Roman fire/police brigade; watchman;
37670	vigil	vigil			ADJ	3 1 POS	3	1		POS			X	X	X	C	O	awake, wakeful; watchful; alert, vigilant, paying attention;
37671	vigil	vigil	vigilav	vigilat	V	1 1 X	1	1			X		X	X	X	A	X	remain awake, be awake; watch; provide for, care for by watching, be vigilant;
37672	vigilabil	vigilabil			ADJ	3 2 POS	3	2		POS			X	X	X	F	O	awake, wakeful; watchful; alert, vigilant, paying attention;
37673	vigilans	vigilant	vigilanti	vigilantissi	ADJ	3 1 X	3	1		X			X	X	X	C	O	watchful, vigilant, alert; wakeful, wide awake (of watchkeeper);
37674	vigilanter	vigilantius	vigilantissime		ADV	X				X			X	X	X	D	O	vigilantly, alertly;
37675	vigilanti	vigilanti			N	1 1 F T	1	1	F		T		X	X	X	D	X	vigilance, alertness; wakefulness, condition of not sleeping;
37676	vigilax	vigilac			ADJ	3 1 POS	3	1		POS			X	X	X	E	X	watchful;
37677	vigili	vigili			N	1 1 F T	1	1	F		T		X	X	X	B	X	watch (fourth part of the night), vigil, wakefulness;
37678	viginti	vicesim	vicen	vic	NUM	2 0 X         20	2	0			X		X	X	X	A	X	twenty;
37679	vigintisexvir	vigintisexvir			N	2 3 M P	2	3	M		P		C	L	I	E	O	member of board of twenty six at Rome to fill boards of minor magistrates;
37680	vigintivir	vigintivir			N	2 3 M P	2	3	M		P		C	L	I	E	O	member of commission of twenty (by Caesar 59 BC)/(municipal administration);
37681	vigintivirat	vigintivirat			N	2 1 M P	2	1	M		P		C	L	I	F	O	rank/office of a member of commission of twenty (municipal administrators);
37682	vigor	vigor			N	3 1 M T	3	1	M		T		X	X	X	B	X	vigor, liveliness;
37683	vigor	vigor	vigorav	vigorat	V	1 1 X	1	1			X		E	X	X	E	S	animate; invigorate; gain strength;
37684	vigorat	vigorat			ADJ	1 1 POS	1	1		POS			F	X	X	E	N	stout, hale, hearty;
37685	vigoratio	vigoration			N	3 1 M T	3	1	M		T		F	E	X	E	M	invigoration;
37686	vigoros	vigoros			ADJ	1 1 POS	1	1		POS			F	X	X	E	M	vigorous, strong;
37687	vil	vil			ADJ	3 2 POS	3	2		POS			X	X	X	A	X	cheap, common, mean, worthless;
37688	vilesc	vilesc	vilu	-	V	3 1 INTRANS	3	1			INTRANS		D	X	X	C	S	become worthless/bad/vile;
37689	vilic	vilic			N	1 1 F T	1	1	F		T		X	X	X	D	X	wife of a farm overseer;
37690	vilic	vilic			N	2 1 M P	2	1	M		P		X	X	X	D	X	farm overseer (slave/free), estate manager; grade of imperial/public servant;
37691	vilic	vilic	vilicav	vilicat	V	1 1 X	1	1			X		X	A	X	C	O	perform duties of farm overseer; act as overseer of estate/public property;
37692	vilicatio	vilication			N	3 1 M P	3	1	M		P		X	A	X	E	O	function of a farm overseer (slave/free) or estate manager;
37693	vilipend	vilipend	-	-	V	3 1 X	3	1			X		X	X	X	D	X	despise, slight;
37694	vilipensio	vilipension			N	3 1 F T	3	1	F		T		F	X	X	E	M	disparagement; contempt;
37695	vilitas	vilitat			N	3 1 F T	3	1	F		T		X	X	X	D	X	cheapness; worthlessness;
37696	vill	vill			N	1 1 F W	1	1	F		W		X	X	X	B	O	farm/country home/estate; large country residence/seat, villa; village (L+S);
37697	vill	vill			N	2 1 M T	2	1	M		T		X	X	X	D	X	shaggy hair, tuft of hair;
37698	villan	villan			N	1 1 F T	1	1	F		T		F	L	X	F	J	female villein, female feudal tenant;
37699	villan	villan			N	2 1 M P	2	1	M		P		F	L	X	E	J	villein; feudal tenant;
37700	villat	villat			N	1 1 F T	1	1	F		T		F	L	X	F	J	vill, feudal unit of contiguous houses/buildings; township, parish, tithing;
37701	villatic	villatic			ADJ	1 1 POS	1	1		POS			X	X	X	E	S	villa-;
37702	villenagi	villenagi			N	2 2 N T	2	2	N		T		F	L	X	F	J	villeinage; tenure of a villein/serf/peasant;
37703	villic	villic			N	1 1 F T	1	1	F		T		X	X	X	D	X	wife of a farm overseer;
37704	villic	villic			N	2 1 M P	2	1	M		P		X	X	X	D	X	farm overseer (slave/free), estate manager; grade of imperial/public servant;
37705	villic	villic	villicav	villicat	V	1 1 X	1	1			X		X	A	X	C	O	perform duties of farm overseer; act as overseer of estate/public property;
37706	villicatio	villication			N	3 1 M P	3	1	M		P		X	A	X	E	O	function of a farm overseer (slave/free) or estate manager;
37707	villos	villos			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	shaggy;
37708	villul	villul			N	1 1 F T	1	1	F		T		X	X	X	D	X	small farmstead or country house;
37709	vimen	vimin			N	3 2 N T	3	2	N		T		X	X	X	D	X	twig, shoot;
37710	vimine	vimine			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	of wickerwork;
37711	vin	vin			N	2 2 N T	2	2	N		T		X	X	X	A	X	wine;
37712	vinace	vinace			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	of/belonging to wine or a grape;
37713	Vinal	Vinal			N	3 4 N T	3	4	N		T		X	X	X	D	X	wine-festivals (pl.) (on 22 April and 19-20 of August);
37714	vinari	vinari			N	2 4 M P	2	4	M		P		X	X	X	D	X	vintner, wine merchant;
37715	vinari	vinari			N	2 4 N T	2	4	N		T		X	X	X	D	X	wine flask/jar;
37716	vinc	vinc	vic	vict	V	3 1 X	3	1			X		X	X	X	A	X	conquer, defeat, excel; outlast; succeed;
37717	Vincenti	Vincenti			N	2 5 M N	2	5	M		N		D	E	X	F	F	Vincent; (Bishop of Cartenna, friend of St. Augustine of Hippo);
37718	vinci	vinc	vinx	vinct	V	3 4 X	3	4			X		X	X	X	B	X	bind, fetter; restrain;
37719	vincl	vincl			N	2 2 N T	2	2	N		T		X	X	X	A	X	chain, bond, fetter; imprisonment (pl.);
37720	vincul	vincul			N	2 2 N T	2	2	N		T		X	X	X	A	X	chain, bond, fetter; imprisonment (pl.);
37721	vindemi	vindemi			N	1 1 F T	1	1	F		T		X	X	X	D	X	grape-gathering; produce of a vineyard in any given year;
37722	vindemi	vindemi	vindemiav	vindemiat	V	1 1 X	1	1			X		X	A	X	D	O	gather/harvest grapes (for wine); gather grapes with which to make (wine);
37723	vindemiator	vindemiator			N	3 1 M P	3	1	M		P		X	A	X	C	O	grape-picker;
37724	vindemiatori	vindemiatori			ADJ	1 1 POS	1	1		POS			X	A	X	C	O	used by a grape-picker (vindemiator);
37725	vindemiol	vindemiol			N	1 1 F T	1	1	F		T		X	X	X	E	C	little vintage; a perquisite;
37726	vindex	vindic			N	3 1 M P	3	1	M		P		X	X	X	D	X	defender, protector;
37727	vindic	vindic	vindicav	vindicat	V	1 1 X	1	1			X		X	X	X	B	X	claim, vindicate; punish, avenge;
37728	vindicatio	vindication			N	3 1 F T	3	1	F		T		X	L	X	C	O	suing for possession; championing (cause); avenging (wrong); punishment;
37729	vindici	vindici			N	1 1 F T	1	1	F		T		X	X	X	D	X	interim possession (pl.) (of disputed property);
